120322-bin51|PROKKA_MOD_00001	COG0001
120322-bin51|PROKKA_MOD_00860	COG1253
120322-bin51|PROKKA_MOD_00861	COG0113
120322-bin51|PROKKA_MOD_00862	COG0215
120322-bin51|PROKKA_MOD_00863	COG1409
120322-bin51|PROKKA_MOD_00864	COG0398
120322-bin51|PROKKA_MOD_00865	COG4589
120322-bin51|PROKKA_MOD_00866	COG0558
120322-bin51|PROKKA_MOD_00867	COG3386
120322-bin51|PROKKA_MOD_00869	COG0441
120322-bin51|PROKKA_MOD_00870	COG0693
120322-bin51|PROKKA_MOD_00874	COG1534
120322-bin51|PROKKA_MOD_00875	COG3481
120322-bin51|PROKKA_MOD_00876	COG0266
120322-bin51|PROKKA_MOD_00879	COG0539
120322-bin51|PROKKA_MOD_00880	COG5626
120322-bin51|PROKKA_MOD_00884	COG0207
120322-bin51|PROKKA_MOD_00885	COG0262
120322-bin51|PROKKA_MOD_00889	COG1999
120322-bin51|PROKKA_MOD_00890	COG0206
120322-bin51|PROKKA_MOD_00891	COG0849
120322-bin51|PROKKA_MOD_00892	COG1589
120322-bin51|PROKKA_MOD_00893	COG1181
120322-bin51|PROKKA_MOD_00894	COG0773
120322-bin51|PROKKA_MOD_00895	COG0707
120322-bin51|PROKKA_MOD_00896	COG0772
120322-bin51|PROKKA_MOD_00897	COG1388
120322-bin51|PROKKA_MOD_00898	COG0046
120322-bin51|PROKKA_MOD_00900	COG0673
120322-bin51|PROKKA_MOD_00901	COG1004
120322-bin51|PROKKA_MOD_00902	COG3007
120322-bin51|PROKKA_MOD_00904	COG1074
120322-bin51|PROKKA_MOD_00905	COG0174
120322-bin51|PROKKA_MOD_00907	COG0631
120322-bin51|PROKKA_MOD_00908	COG0841
120322-bin51|PROKKA_MOD_00909	COG0845
120322-bin51|PROKKA_MOD_00913	COG1190
120322-bin51|PROKKA_MOD_00916	COG2217
120322-bin51|PROKKA_MOD_00918	COG3132
120322-bin51|PROKKA_MOD_00919	COG1108
120322-bin51|PROKKA_MOD_00920	COG1108
120322-bin51|PROKKA_MOD_00921	COG1121
120322-bin51|PROKKA_MOD_00922	COG0803
120322-bin51|PROKKA_MOD_00924	COG0465
120322-bin51|PROKKA_MOD_00925	COG0037
120322-bin51|PROKKA_MOD_00926	COG0657
120322-bin51|PROKKA_MOD_00927	COG0657
120322-bin51|PROKKA_MOD_00928	COG2865
120322-bin51|PROKKA_MOD_00931	COG3669
120322-bin51|PROKKA_MOD_00932	COG3119
120322-bin51|PROKKA_MOD_00934	COG0584
120322-bin51|PROKKA_MOD_00936	COG3669
120322-bin51|PROKKA_MOD_00942	COG1943
120322-bin51|PROKKA_MOD_00943	COG1322
120322-bin51|PROKKA_MOD_00947	COG0242
120322-bin51|PROKKA_MOD_00950	COG2421
120322-bin51|PROKKA_MOD_00951	COG0410
120322-bin51|PROKKA_MOD_00952	COG4674
120322-bin51|PROKKA_MOD_00953	COG4177
120322-bin51|PROKKA_MOD_00954	COG0559
120322-bin51|PROKKA_MOD_00955	COG0683
120322-bin51|PROKKA_MOD_00956	COG0715
120322-bin51|PROKKA_MOD_00957	COG0583
120322-bin51|PROKKA_MOD_00959	COG0829
120322-bin51|PROKKA_MOD_00960	COG0378
120322-bin51|PROKKA_MOD_00961	COG0830
120322-bin51|PROKKA_MOD_00962	COG2371
120322-bin51|PROKKA_MOD_00964	COG0370
120322-bin51|PROKKA_MOD_00965	COG1918
120322-bin51|PROKKA_MOD_00966	COG0663
120322-bin51|PROKKA_MOD_00967	COG2863
120322-bin51|PROKKA_MOD_00969	COG0263
120322-bin51|PROKKA_MOD_00970	COG0233
120322-bin51|PROKKA_MOD_00971	COG0528
120322-bin51|PROKKA_MOD_00972	COG3932
120322-bin51|PROKKA_MOD_00973	COG1057
120322-bin51|PROKKA_MOD_00974	COG0799
120322-bin51|PROKKA_MOD_00976	COG0642
120322-bin51|PROKKA_MOD_00977	COG0564
120322-bin51|PROKKA_MOD_00978	COG0016
120322-bin51|PROKKA_MOD_00980	COG0072
120322-bin51|PROKKA_MOD_00981	COG0325
120322-bin51|PROKKA_MOD_00982	COG0583
120322-bin51|PROKKA_MOD_00983	COG0612
120322-bin51|PROKKA_MOD_00987	COG1321
120322-bin51|PROKKA_MOD_00988	COG0701
120322-bin51|PROKKA_MOD_00991	COG0223
120322-bin51|PROKKA_MOD_00992	COG0847
120322-bin51|PROKKA_MOD_00993	COG0483
120322-bin51|PROKKA_MOD_00994	COG0659
120322-bin51|PROKKA_MOD_00998	COG0318
120322-bin51|PROKKA_MOD_00999	COG1940
120322-bin51|PROKKA_MOD_01000	COG0673
120322-bin51|PROKKA_MOD_01003	COG0673
120322-bin51|PROKKA_MOD_01004	COG1082
120322-bin51|PROKKA_MOD_01005	COG3119
120322-bin51|PROKKA_MOD_01006	COG2207
120322-bin51|PROKKA_MOD_01007	COG1028
120322-bin51|PROKKA_MOD_01008	COG1904
120322-bin51|PROKKA_MOD_01009	COG0111
120322-bin51|PROKKA_MOD_01010	COG2055
120322-bin51|PROKKA_MOD_01012	COG0083
120322-bin51|PROKKA_MOD_01013	COG1092
120322-bin51|PROKKA_MOD_01014	COG4147
120322-bin51|PROKKA_MOD_01015	COG4327
120322-bin51|PROKKA_MOD_01016	COG0019
120322-bin51|PROKKA_MOD_01017	COG3022
120322-bin51|PROKKA_MOD_01018	COG3296
120322-bin51|PROKKA_MOD_01020	COG0564
120322-bin51|PROKKA_MOD_01021	COG0196
120322-bin51|PROKKA_MOD_01022	COG0130
120322-bin51|PROKKA_MOD_01023	COG0618
120322-bin51|PROKKA_MOD_01024	COG0858
120322-bin51|PROKKA_MOD_01025	COG0532
120322-bin51|PROKKA_MOD_01026	COG0195
120322-bin51|PROKKA_MOD_01027	COG0603
120322-bin51|PROKKA_MOD_01028	COG0720
120322-bin51|PROKKA_MOD_01030	COG2002
120322-bin51|PROKKA_MOD_01037	COG0463
120322-bin51|PROKKA_MOD_01039	COG2227
120322-bin51|PROKKA_MOD_01046	COG0148
120322-bin51|PROKKA_MOD_01048	COG0788
120322-bin51|PROKKA_MOD_01049	COG0458
120322-bin51|PROKKA_MOD_01054	COG3119
120322-bin51|PROKKA_MOD_01056	COG1162
120322-bin51|PROKKA_MOD_01058	COG1188
120322-bin51|PROKKA_MOD_01059	COG1168
120322-bin51|PROKKA_MOD_01060	COG1001
120322-bin51|PROKKA_MOD_01066	COG1609
120322-bin51|PROKKA_MOD_01070	COG0662
120322-bin51|PROKKA_MOD_01073	COG0824
120322-bin51|PROKKA_MOD_01074	COG1233
120322-bin51|PROKKA_MOD_01076	COG2202
120322-bin51|PROKKA_MOD_01080	COG0563
120322-bin51|PROKKA_MOD_01081	COG1663
120322-bin51|PROKKA_MOD_01082	COG0550
120322-bin51|PROKKA_MOD_01083	COG1932
120322-bin51|PROKKA_MOD_01085	COG0335
120322-bin51|PROKKA_MOD_01086	COG0336
120322-bin51|PROKKA_MOD_01087	COG0228
120322-bin51|PROKKA_MOD_01089	COG0633
120322-bin51|PROKKA_MOD_01090	COG1692
120322-bin51|PROKKA_MOD_01091	COG0028
120322-bin51|PROKKA_MOD_01092	COG2255
120322-bin51|PROKKA_MOD_01093	COG0566
120322-bin51|PROKKA_MOD_01094	COG1012
120322-bin51|PROKKA_MOD_01095	COG0615
120322-bin51|PROKKA_MOD_01096	COG0162
120322-bin51|PROKKA_MOD_01097	COG1225
120322-bin51|PROKKA_MOD_01100	COG2208
120322-bin51|PROKKA_MOD_01101	COG1049
120322-bin51|PROKKA_MOD_01102	COG1077
120322-bin51|PROKKA_MOD_01103	COG1792
120322-bin51|PROKKA_MOD_01105	COG0768
120322-bin51|PROKKA_MOD_01106	COG0612
120322-bin51|PROKKA_MOD_01110	COG0537
120322-bin51|PROKKA_MOD_01111	COG1702
120322-bin51|PROKKA_MOD_01112	COG1480
120322-bin51|PROKKA_MOD_01113	COG0319
120322-bin51|PROKKA_MOD_01114	COG3239
120322-bin51|PROKKA_MOD_01115	COG1219
120322-bin51|PROKKA_MOD_01116	COG0740
120322-bin51|PROKKA_MOD_01117	COG0544
120322-bin51|PROKKA_MOD_01119	COG0824
120322-bin51|PROKKA_MOD_01121	COG2166
120322-bin51|PROKKA_MOD_01122	COG0084
120322-bin51|PROKKA_MOD_01123	COG5349
120322-bin51|PROKKA_MOD_01124	COG2853
120322-bin51|PROKKA_MOD_01125	COG2854
120322-bin51|PROKKA_MOD_01127	COG1127
120322-bin51|PROKKA_MOD_01128	COG0767
120322-bin51|PROKKA_MOD_01129	COG0782
120322-bin51|PROKKA_MOD_01130	COG0144
120322-bin51|PROKKA_MOD_01132	COG1109
120322-bin51|PROKKA_MOD_01133	COG0547
120322-bin51|PROKKA_MOD_01134	COG1968
120322-bin51|PROKKA_MOD_01137	COG1519
120322-bin51|PROKKA_MOD_01138	COG2804
120322-bin51|PROKKA_MOD_01139	COG2204
120322-bin51|PROKKA_MOD_01140	COG2204
120322-bin51|PROKKA_MOD_01142	COG0304
120322-bin51|PROKKA_MOD_01143	COG0236
120322-bin51|PROKKA_MOD_01144	COG1028
120322-bin51|PROKKA_MOD_01145	COG1187
120322-bin51|PROKKA_MOD_01147	COG0190
120322-bin51|PROKKA_MOD_01150	COG0345
120322-bin51|PROKKA_MOD_01154	COG0591
120322-bin51|PROKKA_MOD_01156	COG3119
120322-bin51|PROKKA_MOD_01157	COG0637
120322-bin51|PROKKA_MOD_01158	COG0383
120322-bin51|PROKKA_MOD_01160	COG3119
120322-bin51|PROKKA_MOD_01161	COG1984
120322-bin51|PROKKA_MOD_01162	COG0451
120322-bin51|PROKKA_MOD_01163	COG1089
120322-bin51|PROKKA_MOD_01164	COG1609
120322-bin51|PROKKA_MOD_01165	COG0276
120322-bin51|PROKKA_MOD_01167	COG0373
120322-bin51|PROKKA_MOD_01169	COG0642
120322-bin51|PROKKA_MOD_01171	COG0452
120322-bin51|PROKKA_MOD_01173	COG0372
120322-bin51|PROKKA_MOD_01174	COG0118
120322-bin51|PROKKA_MOD_01175	COG0131
120322-bin51|PROKKA_MOD_01176	COG0079
120322-bin51|PROKKA_MOD_01179	COG4585
120322-bin51|PROKKA_MOD_01180	COG2197
120322-bin51|PROKKA_MOD_01181	COG1373
120322-bin51|PROKKA_MOD_01182	COG3119
120322-bin51|PROKKA_MOD_01183	COG3669
120322-bin51|PROKKA_MOD_01184	COG3669
120322-bin51|PROKKA_MOD_01186	COG3525
120322-bin51|PROKKA_MOD_01191	COG3119
120322-bin51|PROKKA_MOD_01194	COG3550
120322-bin51|PROKKA_MOD_01198	COG2165
120322-bin51|PROKKA_MOD_01199	COG1054
120322-bin51|PROKKA_MOD_01200	COG0513
120322-bin51|PROKKA_MOD_01201	COG0175
120322-bin51|PROKKA_MOD_01202	COG2331
120322-bin51|PROKKA_MOD_01203	COG0020
120322-bin51|PROKKA_MOD_01204	COG0575
120322-bin51|PROKKA_MOD_01205	COG0743
120322-bin51|PROKKA_MOD_01206	COG0750
120322-bin51|PROKKA_MOD_01208	COG0821
120322-bin51|PROKKA_MOD_01209	COG2908
120322-bin51|PROKKA_MOD_01210	COG0438
120322-bin51|PROKKA_MOD_01211	COG0124
120322-bin51|PROKKA_MOD_01213	COG1393
120322-bin51|PROKKA_MOD_01214	COG0826
120322-bin51|PROKKA_MOD_01216	COG1194
120322-bin51|PROKKA_MOD_01217	COG1039
120322-bin51|PROKKA_MOD_01218	COG0376
120322-bin51|PROKKA_MOD_01220	COG0164
120322-bin51|PROKKA_MOD_01221	COG2197
120322-bin51|PROKKA_MOD_01224	COG3119
120322-bin51|PROKKA_MOD_01225	COG3119
120322-bin51|PROKKA_MOD_01226	COG3119
120322-bin51|PROKKA_MOD_01227	COG3119
120322-bin51|PROKKA_MOD_01231	COG0074
120322-bin51|PROKKA_MOD_01232	COG0045
120322-bin51|PROKKA_MOD_01233	COG0042
120322-bin51|PROKKA_MOD_01234	COG1259
120322-bin51|PROKKA_MOD_01235	COG0703
120322-bin51|PROKKA_MOD_01236	COG0673
120322-bin51|PROKKA_MOD_01237	COG0763
120322-bin51|PROKKA_MOD_01239	COG0617
120322-bin51|PROKKA_MOD_01241	COG0708
120322-bin51|PROKKA_MOD_01242	COG0611
120322-bin51|PROKKA_MOD_01243	COG0802
120322-bin51|PROKKA_MOD_01244	COG1305
120322-bin51|PROKKA_MOD_01246	COG0714
120322-bin51|PROKKA_MOD_01247	COG2197
120322-bin51|PROKKA_MOD_01252	COG3156
120322-bin51|PROKKA_MOD_01256	COG2207
120322-bin51|PROKKA_MOD_01258	COG0673
120322-bin51|PROKKA_MOD_01259	COG0666
120322-bin51|PROKKA_MOD_01261	COG1082
120322-bin51|PROKKA_MOD_01262	COG0673
120322-bin51|PROKKA_MOD_01264	COG1826
120322-bin51|PROKKA_MOD_01265	COG3828
120322-bin51|PROKKA_MOD_01267	COG2203
120322-bin51|PROKKA_MOD_01269	COG0776
120322-bin51|PROKKA_MOD_01270	COG1219
120322-bin51|PROKKA_MOD_01271	COG2226
120322-bin51|PROKKA_MOD_01273	COG0593
120322-bin51|PROKKA_MOD_01275	COG1493
120322-bin51|PROKKA_MOD_01276	COG1137
120322-bin51|PROKKA_MOD_01278	COG0173
120322-bin51|PROKKA_MOD_01283	COG0039
120322-bin51|PROKKA_MOD_01284	COG0722
120322-bin51|PROKKA_MOD_01285	COG0354
120322-bin51|PROKKA_MOD_01287	COG0776
120322-bin51|PROKKA_MOD_01288	COG0065
120322-bin51|PROKKA_MOD_01289	COG0066
120322-bin51|PROKKA_MOD_01290	COG0811
120322-bin51|PROKKA_MOD_01291	COG0848
120322-bin51|PROKKA_MOD_01292	COG4821
120322-bin51|PROKKA_MOD_01293	COG0679
120322-bin51|PROKKA_MOD_01294	COG1171
120322-bin51|PROKKA_MOD_01295	COG3119
120322-bin51|PROKKA_MOD_01296	COG0307
120322-bin51|PROKKA_MOD_01297	COG0798
120322-bin51|PROKKA_MOD_01298	COG0394
120322-bin51|PROKKA_MOD_01299	COG0701
120322-bin51|PROKKA_MOD_01301	COG0640
120322-bin51|PROKKA_MOD_01303	COG1914
120322-bin51|PROKKA_MOD_01304	COG0232
120322-bin51|PROKKA_MOD_01306	COG1233
120322-bin51|PROKKA_MOD_01307	COG0025
120322-bin51|PROKKA_MOD_01308	COG0654
120322-bin51|PROKKA_MOD_01309	COG1643
120322-bin51|PROKKA_MOD_01310	COG2114
120322-bin51|PROKKA_MOD_01311	COG0227
120322-bin51|PROKKA_MOD_01312	COG1565
120322-bin51|PROKKA_MOD_01313	COG0793
120322-bin51|PROKKA_MOD_01314	COG0533
120322-bin51|PROKKA_MOD_01316	COG3093
120322-bin51|PROKKA_MOD_01317	COG3549
120322-bin51|PROKKA_MOD_01321	COG1043
120322-bin51|PROKKA_MOD_01322	COG1995
120322-bin51|PROKKA_MOD_01323	COG0316
120322-bin51|PROKKA_MOD_01324	COG0290
120322-bin51|PROKKA_MOD_01325	COG0860
120322-bin51|PROKKA_MOD_01327	COG0529
120322-bin51|PROKKA_MOD_01328	COG0175
120322-bin51|PROKKA_MOD_01329	COG2895
120322-bin51|PROKKA_MOD_01331	COG1748
120322-bin51|PROKKA_MOD_01333	COG0021
120322-bin51|PROKKA_MOD_01334	COG0226
120322-bin51|PROKKA_MOD_01335	COG2204
120322-bin51|PROKKA_MOD_01336	COG0714
120322-bin51|PROKKA_MOD_01337	COG1721
120322-bin51|PROKKA_MOD_01340	COG1240
120322-bin51|PROKKA_MOD_01342	COG0488
120322-bin51|PROKKA_MOD_01344	COG2081
120322-bin51|PROKKA_MOD_01345	COG0023
120322-bin51|PROKKA_MOD_01347	COG0567
120322-bin51|PROKKA_MOD_01348	COG0508
120322-bin51|PROKKA_MOD_01349	COG1249
120322-bin51|PROKKA_MOD_01356	COG1721
120322-bin51|PROKKA_MOD_01358	COG0714
120322-bin51|PROKKA_MOD_01363	COG0194
120322-bin51|PROKKA_MOD_01365	COG0637
120322-bin51|PROKKA_MOD_01366	COG3735
120322-bin51|PROKKA_MOD_01367	COG2388
120322-bin51|PROKKA_MOD_01370	COG0508
120322-bin51|PROKKA_MOD_01371	COG0022
120322-bin51|PROKKA_MOD_01372	COG1071
120322-bin51|PROKKA_MOD_01374	COG1028
120322-bin51|PROKKA_MOD_01375	COG0415
120322-bin51|PROKKA_MOD_01376	COG1090
120322-bin51|PROKKA_MOD_01377	COG3380
120322-bin51|PROKKA_MOD_01382	COG1131
120322-bin51|PROKKA_MOD_01383	COG0349
120322-bin51|PROKKA_MOD_01384	COG0009
120322-bin51|PROKKA_MOD_01385	COG0238
120322-bin51|PROKKA_MOD_01386	COG0514
120322-bin51|PROKKA_MOD_01389	COG3267
120322-bin51|PROKKA_MOD_01391	COG4284
120322-bin51|PROKKA_MOD_01392	COG1109
120322-bin51|PROKKA_MOD_01394	COG0778
120322-bin51|PROKKA_MOD_01396	COG0169
120322-bin51|PROKKA_MOD_01397	COG1989
120322-bin51|PROKKA_MOD_01399	COG0038
120322-bin51|PROKKA_MOD_01401	COG0790
120322-bin51|PROKKA_MOD_01402	COG1185
120322-bin51|PROKKA_MOD_01404	COG0184
120322-bin51|PROKKA_MOD_01406	COG0019
120322-bin51|PROKKA_MOD_01408	COG0642
120322-bin51|PROKKA_MOD_01409	COG1475
120322-bin51|PROKKA_MOD_01411	COG0682
120322-bin51|PROKKA_MOD_01413	COG0448
120322-bin51|PROKKA_MOD_01414	COG0449
120322-bin51|PROKKA_MOD_01415	COG2094
120322-bin51|PROKKA_MOD_01416	COG1490
120322-bin51|PROKKA_MOD_01417	COG1385
120322-bin51|PROKKA_MOD_01419	COG0291
120322-bin51|PROKKA_MOD_01420	COG0292
120322-bin51|PROKKA_MOD_01421	COG0740
120322-bin51|PROKKA_MOD_01422	COG0698
120322-bin51|PROKKA_MOD_01424	COG0267
120322-bin51|PROKKA_MOD_01426	COG0489
120322-bin51|PROKKA_MOD_01427	COG0823
120322-bin51|PROKKA_MOD_01428	COG0447
120322-bin51|PROKKA_MOD_01429	COG0027
120322-bin51|PROKKA_MOD_01430	COG1704
120322-bin51|PROKKA_MOD_01431	COG0501
120322-bin51|PROKKA_MOD_01434	COG0673
120322-bin51|PROKKA_MOD_01439	COG1061
120322-bin51|PROKKA_MOD_01440	COG1540
120322-bin51|PROKKA_MOD_01443	COG3669
120322-bin51|PROKKA_MOD_01446	COG3119
120322-bin51|PROKKA_MOD_01447	COG3119
120322-bin51|PROKKA_MOD_01449	COG3119
120322-bin51|PROKKA_MOD_01451	COG0848
120322-bin51|PROKKA_MOD_01452	COG0848
120322-bin51|PROKKA_MOD_01453	COG0811
120322-bin51|PROKKA_MOD_01462	COG0848
120322-bin51|PROKKA_MOD_01463	COG0848
120322-bin51|PROKKA_MOD_01466	COG4146
120322-bin51|PROKKA_MOD_01467	COG3119
120322-bin51|PROKKA_MOD_01468	COG3119
120322-bin51|PROKKA_MOD_01470	COG1621
120322-bin51|PROKKA_MOD_01471	COG3119
120322-bin51|PROKKA_MOD_01472	COG0657
120322-bin51|PROKKA_MOD_01474	COG3119
120322-bin51|PROKKA_MOD_01476	COG0657
120322-bin51|PROKKA_MOD_01478	COG3540
120322-bin51|PROKKA_MOD_01482	COG2207
120322-bin51|PROKKA_MOD_01483	COG4806
120322-bin51|PROKKA_MOD_01486	COG0641
120322-bin51|PROKKA_MOD_01490	COG0642
120322-bin51|PROKKA_MOD_01493	COG0491
120322-bin51|PROKKA_MOD_01494	COG2197
120322-bin51|PROKKA_MOD_01498	COG0635
120322-bin51|PROKKA_MOD_01502	COG3177
120322-bin51|PROKKA_MOD_01503	COG0513
120322-bin51|PROKKA_MOD_01508	COG0584
120322-bin51|PROKKA_MOD_01510	COG0275
120322-bin51|PROKKA_MOD_01512	COG0249
120322-bin51|PROKKA_MOD_01513	COG0596
120322-bin51|PROKKA_MOD_01514	COG0142
120322-bin51|PROKKA_MOD_01516	COG1629
120322-bin51|PROKKA_MOD_01517	COG0735
120322-bin51|PROKKA_MOD_01521	COG3119
120322-bin51|PROKKA_MOD_01522	COG0721
120322-bin51|PROKKA_MOD_01523	COG0154
120322-bin51|PROKKA_MOD_01525	COG0064
120322-bin51|PROKKA_MOD_01526	COG0642
120322-bin51|PROKKA_MOD_01527	COG1734
120322-bin51|PROKKA_MOD_01528	COG0597
120322-bin51|PROKKA_MOD_01529	COG2971
120322-bin51|PROKKA_MOD_01530	COG2816
120322-bin51|PROKKA_MOD_01531	COG0513
120322-bin51|PROKKA_MOD_01538	COG1408
120322-bin51|PROKKA_MOD_01539	COG0108
120322-bin51|PROKKA_MOD_01540	COG3155
120322-bin51|PROKKA_MOD_01541	COG0333
120322-bin51|PROKKA_MOD_01542	COG0416
120322-bin51|PROKKA_MOD_01543	COG0332
120322-bin51|PROKKA_MOD_01544	COG4105
120322-bin51|PROKKA_MOD_01547	COG0139
120322-bin51|PROKKA_MOD_01551	COG0461
120322-bin51|PROKKA_MOD_01552	COG0795
120322-bin51|PROKKA_MOD_01553	COG0147
120322-bin51|PROKKA_MOD_01554	COG0115
120322-bin51|PROKKA_MOD_01555	COG0294
120322-bin51|PROKKA_MOD_01556	COG1539
120322-bin51|PROKKA_MOD_01557	COG0801
120322-bin51|PROKKA_MOD_01558	COG3526
120322-bin51|PROKKA_MOD_01560	COG2067
120322-bin51|PROKKA_MOD_01561	COG1410
120322-bin51|PROKKA_MOD_01562	COG1047
120322-bin51|PROKKA_MOD_01563	COG2844
120322-bin51|PROKKA_MOD_01566	COG0459
120322-bin51|PROKKA_MOD_01567	COG0234
120322-bin51|PROKKA_MOD_01568	COG0443
120322-bin51|PROKKA_MOD_01574	COG3119
120322-bin51|PROKKA_MOD_01575	COG1609
120322-bin51|PROKKA_MOD_01577	COG1169
120322-bin51|PROKKA_MOD_01578	COG0210
120322-bin51|PROKKA_MOD_01580	COG0653
120322-bin51|PROKKA_MOD_01582	COG0815
120322-bin51|PROKKA_MOD_01583	COG0568
120322-bin51|PROKKA_MOD_01584	COG0147
120322-bin51|PROKKA_MOD_01586	COG3119
120322-bin51|PROKKA_MOD_01588	COG3250
120322-bin51|PROKKA_MOD_01590	COG3119
120322-bin51|PROKKA_MOD_01591	COG3119
120322-bin51|PROKKA_MOD_01593	COG0038
120322-bin51|PROKKA_MOD_01596	COG0696
120322-bin51|PROKKA_MOD_01597	COG0530
120322-bin51|PROKKA_MOD_01598	COG0060
120322-bin51|PROKKA_MOD_01601	COG3119
120322-bin51|PROKKA_MOD_01603	COG0657
120322-bin51|PROKKA_MOD_01604	COG3119
120322-bin51|PROKKA_MOD_01606	COG3669
120322-bin51|PROKKA_MOD_01607	COG0203
120322-bin51|PROKKA_MOD_01608	COG0202
120322-bin51|PROKKA_MOD_01609	COG0522
120322-bin51|PROKKA_MOD_01610	COG0100
120322-bin51|PROKKA_MOD_01611	COG0099
120322-bin51|PROKKA_MOD_01612	COG0024
120322-bin51|PROKKA_MOD_01613	COG0201
120322-bin51|PROKKA_MOD_01614	COG0200
120322-bin51|PROKKA_MOD_01615	COG0098
120322-bin51|PROKKA_MOD_01616	COG0256
120322-bin51|PROKKA_MOD_01617	COG0097
120322-bin51|PROKKA_MOD_01618	COG0096
120322-bin51|PROKKA_MOD_01619	COG0199
120322-bin51|PROKKA_MOD_01621	COG3525
120322-bin51|PROKKA_MOD_01623	COG2197
120322-bin51|PROKKA_MOD_01624	COG4585
120322-bin51|PROKKA_MOD_01625	COG3525
120322-bin51|PROKKA_MOD_01627	COG0524
120322-bin51|PROKKA_MOD_01630	COG1570
120322-bin51|PROKKA_MOD_01631	COG0398
120322-bin51|PROKKA_MOD_01633	COG0494
120322-bin51|PROKKA_MOD_01634	COG0013
120322-bin51|PROKKA_MOD_01635	COG2706
120322-bin51|PROKKA_MOD_01636	COG0550
120322-bin51|PROKKA_MOD_01648	COG0596
120322-bin51|PROKKA_MOD_01649	COG0652
120322-bin51|PROKKA_MOD_01651	COG2812
120322-bin51|PROKKA_MOD_01653	COG0229
120322-bin51|PROKKA_MOD_01654	COG1785
120322-bin51|PROKKA_MOD_01656	COG0697
120322-bin51|PROKKA_MOD_01657	COG3119
120322-bin51|PROKKA_MOD_01658	COG1858
120322-bin51|PROKKA_MOD_01659	COG0473
120322-bin51|PROKKA_MOD_01661	COG0472
120322-bin51|PROKKA_MOD_01662	COG0770
120322-bin51|PROKKA_MOD_01663	COG0769
120322-bin51|PROKKA_MOD_01664	COG0768
120322-bin51|PROKKA_MOD_01666	COG0275
120322-bin51|PROKKA_MOD_01667	COG2001
120322-bin51|PROKKA_MOD_01668	COG0760
120322-bin51|PROKKA_MOD_01669	COG1403
120322-bin51|PROKKA_MOD_01670	COG2353
120322-bin51|PROKKA_MOD_01672	COG1595
120322-bin51|PROKKA_MOD_01673	COG0809
120322-bin51|PROKKA_MOD_01674	COG0553
120322-bin51|PROKKA_MOD_01676	COG1274
120322-bin51|PROKKA_MOD_01677	COG0188
120322-bin51|PROKKA_MOD_01679	COG1235
120322-bin51|PROKKA_MOD_01682	COG2361
120322-bin51|PROKKA_MOD_01683	COG1669
120322-bin51|PROKKA_MOD_01684	COG3206
120322-bin51|PROKKA_MOD_01685	COG1596
120322-bin51|PROKKA_MOD_01690	COG3654
120322-bin51|PROKKA_MOD_01698	COG1595
120322-bin51|PROKKA_MOD_01699	COG0208
120322-bin51|PROKKA_MOD_01700	COG0209
120322-bin51|PROKKA_MOD_01704	COG0150
120322-bin51|PROKKA_MOD_01706	COG0204
120322-bin51|PROKKA_MOD_01707	COG0283
120322-bin51|PROKKA_MOD_01709	COG0668
120322-bin51|PROKKA_MOD_01710	COG0008
120322-bin51|PROKKA_MOD_01712	COG0077
120322-bin51|PROKKA_MOD_01713	COG1386
120322-bin51|PROKKA_MOD_01714	COG0129
120322-bin51|PROKKA_MOD_01715	COG0166
120322-bin51|PROKKA_MOD_01718	COG0313
120322-bin51|PROKKA_MOD_01721	COG0191
120322-bin51|PROKKA_MOD_01723	COG0669
120322-bin51|PROKKA_MOD_01724	COG0558
120322-bin51|PROKKA_MOD_01725	COG1267
120322-bin51|PROKKA_MOD_01727	COG1943
120322-bin51|PROKKA_MOD_01730	COG0691
120322-bin51|PROKKA_MOD_01732	COG0102
120322-bin51|PROKKA_MOD_01733	COG0103
120322-bin51|PROKKA_MOD_01734	COG0002
120322-bin51|PROKKA_MOD_01735	COG1364
120322-bin51|PROKKA_MOD_01736	COG0548
120322-bin51|PROKKA_MOD_01737	COG4992
120322-bin51|PROKKA_MOD_01738	COG0078
120322-bin51|PROKKA_MOD_01739	COG0014
120322-bin51|PROKKA_MOD_01740	COG0820
120322-bin51|PROKKA_MOD_01741	COG2003
120322-bin51|PROKKA_MOD_01745	COG4166
120322-bin51|PROKKA_MOD_01746	COG0601
120322-bin51|PROKKA_MOD_01747	COG1173
120322-bin51|PROKKA_MOD_01749	COG1086
120322-bin51|PROKKA_MOD_01750	COG0399
120322-bin51|PROKKA_MOD_01752	COG3669
120322-bin51|PROKKA_MOD_01757	COG1331
120322-bin51|PROKKA_MOD_01758	COG0323
120322-bin51|PROKKA_MOD_01759	COG0154
120322-bin51|PROKKA_MOD_01761	COG0005
120322-bin51|PROKKA_MOD_01763	COG0274
120322-bin51|PROKKA_MOD_01765	COG3119
120322-bin51|PROKKA_MOD_01766	COG1609
120322-bin51|PROKKA_MOD_01767	COG3119
120322-bin51|PROKKA_MOD_01769	COG0564
120322-bin51|PROKKA_MOD_01770	COG0300
120322-bin51|PROKKA_MOD_01772	COG1544
120322-bin51|PROKKA_MOD_01774	COG2827
120322-bin51|PROKKA_MOD_01776	COG3012
120322-bin51|PROKKA_MOD_01779	COG0205
120322-bin51|PROKKA_MOD_01780	COG0015
120322-bin51|PROKKA_MOD_01782	COG0385
120322-bin51|PROKKA_MOD_01783	COG1917
